caseid,weight,Q_Norms_pick,Q_Institutions_pick,Q_Rights_pick,Q_Elections_pick,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1_6,Q1_7,Q1_8,Q1_9,Q1_10,Q1_11,Q1_12,Q1_13,Q1_14,Q1_15,Q1_16,Q1_17,Q1_18,Q1_19,Q1_20,Q1_21,Q1_22,Q1_23,Q1_24,Q1_25,Q1_26,Q1_27,Q1_28,rating_USA,democracy_importance,NormsR_1,NormsR_2,NormsR_3,Norms_4,Norms_5,Norms_6,InstitutionsR_1,InstitutionsR_2,InstitutionsR_3,Institutions_4,Institutions_5,Institutions_6,RightsR_1,RightsR_2,RightsR_3,Rights_4,Rights_5,Rights_6,ElectionR_1,ElectionR_2,ElectionR_3,Elections_4,Elections_5,Elections_6,Q173_1,Q173_2,Q173_3,Q161_1,Q161_2,Q161_3,Q175_1,Q175_2,Q175_3,Q174_1,Q174_2,Q174_3,Q176_1,Q176_2,Q176_3,Q176_4,polinterest,approve_trmp,agreement,senator_term,prestimes,num_senators,prime_minister,houserep_term,answer_lookup,take_serious,comments,page_Q1_grid_timing,page_rating_USA_timing,page_democracy_importance_scale_,page_Norms_grid_timing,page_NormsR_grid_timing,page_Institutions_grid_timing,page_InstitutionsR_grid_timing,page_Rights_grid_timing,page_RightsR_grid_timing,page_Election_grid_timing,page_ElectionR_grid_timing,page_Q173_grid_timing,page_Q161_grid_timing,page_Q175_grid_timing,page_Q174_grid_timing,page_Q176_grid_timing,page_inputstate_timing,page_ideo7_timing,page_page_pid3_timing,page_page_pid7_timing,page_educ7_timing,page_ethnicity_timing,page_polinterest_timing,page_approve_trmp_timing,page_next_intro_pg_timing,page_senterm_pg_timing,page_presterm_pg_timing,page_primemin_pg_timing,page_houseterm_pg_timing,page_cheaters_pg_timing,page_serious_pg_timing,page_comments_timing,Q1_order_1,Q1_order_2,Q1_order_3,Q1_order_4,Q1_order_5,Q1_order_6,Q1_order_7,Q1_order_8,Q1_order_9,Q1_order_10,dad_order_1,dad_order_2,dad_order_3,dad_order_4,Norms_1_order,Norms_2_order,Norms_3_order,NormsR_1_order,NormsR_2_order,NormsR_3_order,Institutions_1_order,Institutions_2_order,Institutions_3_order,InstitutionsR_1_order,InstitutionsR_2_order,InstitutionsR_3_order,Election_1_order,Election_2_order,Election_3_order,ElectionR_1_order,ElectionR_2_order,ElectionR_3_order,Rights_1_order,Rights_2_order,Rights_3_order,RightsR_1_order,RightsR_2_order,RightsR_3_order,Scenario_order_1,Scenario_order_2,Scenario_order_3,Scenario_order_4,Q161_1_order,Q161_2_order,Q161_3_order,Q173_1_order,Q173_2_order,Q173_3_order,Q174_1_order,Q174_2_order,Q174_3_order,Q175_1_order,Q175_2_order,Q175_3_order,Q176_1_order,Q176_2_order,Q176_3_order,Q176_4_order,age,age9,ideo7,educ7,hispanic,ethnicity,birthyr,gender,race,educ,marstat,employ,faminc_new,pid3,pid7,presvote16post,inputstate,votereg,ideo5,newsint,religpew,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,starttime,endtime
1014574903,0.666704549790206,1,2,1,2,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,1,NA,1,2,NA,NA,2,NA,1,3,1,NA,NA,NA,3,2,NA,50,8,NA,NA,NA,1,1,2,5,5,5,NA,NA,NA,NA,NA,NA,1,1,1,5,5,5,NA,NA,NA,2,1,1,1,2,1,NA,NA,NA,3,3,3,4,3,1,1,2,4,1,3,2,2,3,2,2,1,Thank you for the opportunity.,50.764,5.589,7.163,18.924,0,0,17.62,25.91,0,0,14.49,26.295,24.046,0,28.732,41.161,0,2.79,2.203,1.974,2.781,1.798,2.494,2.605,7.284,3.311,3.7,3.662,5.781,2.547,12.044,7.862,22,12,26,27,20,15,21,14,18,7,8,8,2,6,3,2,1,4,4,4,4,4,4,3,2,1,4,4,4,2,3,1,1,1,2,4,4,4,1,4,1,2,3,2,1,3,2,1,1,3,2,4,4,4,2,4,3,1,38,4,7,5,2,1,1981,1,1,5,1,1,12,1,2,7,13,1,1,1,9,6,2,4,7,2019-10-10T16:11:19Z,2019-10-10T16:19:35Z
1014575585,1.51343431049088,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,3,2,NA,NA,NA,1,NA,3,3,2,NA,2,NA,NA,NA,60,7,4,4,2,NA,NA,NA,5,5,4,NA,NA,NA,NA,NA,NA,5,2,4,2,4,4,NA,NA,NA,2,3,3,NA,NA,NA,2,4,3,2,3,3,2,4,2,4,3,2,1,3,3,2,1,2,1,2,Great survey,35.76,1.744,1.34,0,6.451,0,6.281,6.869,0,0,9.894,5.651,0,7.909,6.906,7.774,0,2.001,1.769,2.309,2.529,2.329,2.984,1.863,5.233,8.326,1.275,2.382,1.367,1.212,4.697,64.121,23,15,22,1,14,25,11,21,9,19,4,2,7,4,4,4,4,3,2,1,4,4,4,1,3,2,4,4,4,1,3,2,1,1,2,4,4,4,5,3,2,2,4,4,4,3,2,1,3,2,1,3,1,2,2,3,4,1,26,3,3,4,2,6,1993,1,3,4,1,2,2,2,6,7,17,2,3,2,11,1,2,1,3,2019-10-10T16:15:02Z,2019-10-10T16:20:01Z
1014575991,0.812613965200042,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,NA,NA,NA,NA,NA,NA,1,4,1,3,2,2,3,1,2,2,"Nope, great relevant content",2.607,4.213,2.69,1.102,0,0.679,0,2.195,0,1.275,0,3.647,0,7.02,8.831,0.985,0,2.568,2.123,1.635,3.687,2.909,1.705,2.06,5.971,2.554,4.577,2.576,2.155,2.665,11.063,12.989,9,16,6,5,12,3,11,21,27,8,6,6,4,1,1,3,2,4,4,4,2,3,1,4,4,4,2,1,3,4,4,4,1,1,2,4,4,4,1,4,4,4,4,4,4,1,2,3,1,2,3,1,2,3,4,3,2,1,29,3,6,5,2,1,1990,1,1,5,1,1,7,1,1,1,11,1,2,1,5,3,2,2,5,2019-10-10T16:17:11Z,2019-10-10T16:20:03Z
1014575495,0.850446159061753,2,2,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,2,1,1,NA,NA,1,1,NA,NA,3,NA,NA,39,10,5,5,5,NA,NA,NA,5,5,5,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,3,1,2,1,4,1,NA,NA,NA,2,4,4,3,3,1,1,1,4,1,3,2,2,3,1,2,1,NA,41.059,7.865,3.569,0,8.109,0,14.617,6.747,0,14.604,0,39.208,16.773,0,39.824,23.03,0,4.479,2.114,1.675,1.922,2.086,2.172,2.193,5.498,4.639,3.106,3.382,5.75,4.058,4.883,1.457,18,1,26,17,4,23,19,9,22,13,3,2,6,8,4,4,4,1,3,2,4,4,4,2,3,1,1,3,2,4,4,4,2,1,1,4,4,4,1,1,3,5,3,1,2,3,2,1,2,3,1,4,4,4,3,1,4,2,54,5,7,7,2,1,1965,2,1,6,1,1,10,1,1,1,36,1,2,1,9,6,2,4,7,2019-10-10T16:14:37Z,2019-10-10T16:20:04Z
1014573745,0.921266291947433,1,1,2,2,1,NA,NA,1,NA,NA,NA,NA,NA,2,5,NA,NA,4,4,4,4,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,86,10,NA,NA,NA,1,4,1,NA,NA,NA,1,2,5,5,5,5,NA,NA,NA,5,5,5,NA,NA,NA,3,1,3,1,4,2,NA,NA,NA,1,2,1,1,1,1,1,2,1,1,3,1,NA,3,1,2,2,no,165.4,25.16,21.568,33.401,0,61.168,0,0,30.825,0,25.365,50.864,102.61,0,52.199,60.339,0,8.984,4.96,4.761,6.857,7.993,9.019,6.721,19.749,24.778,11.793,7.111,15.157,5.674,31.782,9.106,11,18,10,1,4,16,15,17,14,20,4,4,4,5,1,2,3,4,4,4,2,1,3,4,4,4,4,4,4,3,1,2,3,3,3,3,1,2,4,5,5,1,2,3,1,3,1,2,1,3,2,4,4,4,2,4,3,1,88,9,1,5,2,1,1931,1,1,5,4,5,3,2,7,2,32,1,5,1,1,2,1,1,2,2019-10-10T16:05:11Z,2019-10-10T16:21:03Z
1014202483,1.20885415520739,1,2,1,2,5,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,1,NA,2,1,NA,1,3,NA,2,9,NA,NA,NA,1,1,5,5,5,5,NA,NA,NA,NA,NA,NA,1,1,1,5,5,5,NA,NA,NA,NA,NA,NA,2,4,4,3,4,4,1,4,4,1,1,4,1,1,1,1,3,2,2,3,1,2,1,NA,125.272,21.192,17.716,32.938,0,0,23.19,19.077,0,0,32.19,0,67.13,36.582,51.394,363.353,0,6.337,4.179,3.487,6.871,5.633,6.96,5.615,9.782,11.466,10.048,5.596,8.503,13.36,24.777,4.005,23,27,24,26,21,20,14,5,1,8,1,2,6,2,3,2,1,4,4,4,4,4,4,2,1,3,4,4,4,2,1,3,1,1,2,4,4,4,2,3,3,4,2,3,1,4,4,4,2,3,1,3,1,2,4,2,1,3,71,7,1,5,2,1,1948,1,1,5,1,1,97,3,5,2,48,1,5,1,1,2,1,1,1,2019-10-10T16:02:39Z,2019-10-10T16:21:28Z
1014574743,0.816904425346817,1,1,2,2,1,NA,2,1,NA,NA,NA,NA,NA,2,NA,NA,5,NA,NA,NA,NA,2,NA,1,NA,3,NA,NA,NA,NA,1,5,29,4,NA,NA,NA,4,4,4,NA,NA,NA,4,4,2,4,4,4,NA,NA,NA,4,7,7,NA,NA,NA,4,2,1,2,3,1,1,3,3,1,2,3,NA,NA,NA,NA,2,2,1,3,NA,5,NA,1,2,1,NA,90.948,25.513,6.193,17.837,0,34.152,0,0,24.512,0,35.573,35.361,22.858,27.514,58.967,0,0,6.374,3.126,2.741,5.405,4.755,4.101,3.631,17.446,11.058,30.006,30.005,20.423,7.172,7.119,4.101,22,13,4,1,27,18,28,10,3,20,2,4,5,5,3,1,2,4,4,4,3,2,1,4,4,4,4,4,4,1,3,2,3,3,3,1,3,2,4,5,5,4,2,3,1,2,1,3,3,1,2,2,1,3,5,5,5,5,55,6,2,3,2,1,1964,2,1,3,1,1,14,2,6,2,51,1,5,1,2,5,2,3,7,2019-10-10T16:10:29Z,2019-10-10T16:21:41Z
1014574601,2.10669517201821,2,1,2,2,NA,NA,NA,NA,2,1,NA,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,32,10,5,5,5,NA,NA,NA,NA,NA,NA,1,1,1,5,5,5,NA,NA,NA,5,5,5,NA,NA,NA,NA,NA,NA,1,2,1,1,1,1,4,4,4,1,1,1,1,2,4,1,3,2,2,3,1,2,2,"Seemed a little partisan (left of center), ask neutral questions without what you have in mind as the point of your study. It’s stats 101 stuff you failed with this survey.",72.734,8.26,7.825,0,15.579,13.459,0,0,23.489,0,20.782,0,16.395,23.637,58.2,46.626,0,4.104,2.306,2.213,2.584,3.323,3.678,4.783,14.69,6.352,10.022,3.424,8.454,10.947,10.049,58.573,13,12,25,6,8,5,26,9,11,10,5,8,7,3,4,4,4,2,3,1,1,3,2,4,4,4,4,4,4,3,1,2,3,3,3,3,1,2,2,4,2,3,1,3,2,4,4,4,1,3,2,3,1,2,2,1,3,4,39,4,4,6,2,1,1980,1,1,6,1,1,10,3,4,1,39,1,3,1,1,6,2,1,1,2019-10-10T16:09:44Z,2019-10-10T16:21:44Z
1014200011,0.962772471911641,1,1,2,2,NA,1,NA,NA,NA,NA,NA,NA,3,NA,2,1,NA,NA,NA,1,1,NA,NA,NA,NA,1,5,NA,3,NA,NA,1,26,2,NA,NA,NA,2,4,2,NA,NA,NA,4,4,5,7,5,4,NA,NA,NA,5,4,5,NA,NA,NA,3,2,2,1,2,3,4,4,4,1,2,5,NA,NA,NA,NA,2,1,1,3,2,2,3,1,2,1,no,201.57,19.883,15.164,78.561,0,62.925,0,0,107.832,0,108.932,62.137,45.95,83.575,94.254,0,0,11.607,7.283,5.595,5.615,5.665,7.349,10.637,20.552,9.472,13.672,19.713,13.144,14.827,15.015,11.157,9,11,22,16,28,25,2,12,17,23,4,6,3,3,1,3,2,4,4,4,3,1,2,4,4,4,4,4,4,1,2,3,3,3,3,1,2,3,3,5,5,2,3,1,2,3,2,1,3,1,2,3,2,1,5,5,5,5,92,9,2,5,2,1,1927,1,1,5,4,5,3,2,6,7,13,1,4,1,1,2,1,1,1,2019-10-10T15:59:21Z,2019-10-10T16:22:16Z
1014259921,1.12009176879826,1,1,1,2,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,2,NA,NA,1,2,NA,1,2,45,9,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,5,5,NA,NA,NA,3,1,1,1,1,1,1,2,2,1,3,3,NA,NA,NA,NA,3,4,1,2,2,4,3,1,2,1,no,90.169,9.949,9.685,22.244,0,5.196,0,14.505,0,0,29.485,29.131,14.284,31.942,61.243,0,0,3.775,2.797,2.019,2.763,2.788,5.684,3.632,10.693,16.392,4.353,4.565,6.232,3.346,16.762,4.266,28,25,14,20,27,24,9,8,21,7,6,8,2,3,2,1,3,4,4,4,2,1,3,4,4,4,4,4,4,1,3,2,1,1,2,4,4,4,1,2,4,5,3,1,2,1,3,2,2,3,1,2,1,3,5,5,5,5,64,6,5,3,2,1,1955,1,1,3,1,1,5,3,4,7,41,1,2,3,10,6,2,4,6,2019-10-10T16:13:59Z,2019-10-10T16:22:17Z
1014575247,1.18592680172557,2,1,2,1,2,NA,1,1,NA,NA,NA,2,1,2,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,30,8,5,5,5,NA,NA,NA,NA,NA,NA,1,1,1,5,5,5,NA,NA,NA,NA,NA,NA,1,2,2,3,2,2,1,2,1,NA,NA,NA,4,4,4,3,4,1,1,2,4,1,3,2,2,3,1,2,1,NA,92.914,20.655,21.208,0,22.342,13.681,0,0,13.484,19.873,0,25.212,16.018,0,25.132,26.227,0,6.646,3.635,3.203,3.821,3.08,3.941,4.319,6.759,5.25,7.434,3.562,4.938,6.613,4.999,2.634,17,3,12,10,9,11,4,24,8,1,7,4,4,1,4,4,4,3,2,1,3,2,1,4,4,4,3,2,1,4,4,4,3,3,3,3,1,2,2,1,3,3,3,1,2,2,1,3,3,2,1,4,4,4,1,2,3,4,61,6,5,4,2,1,1958,1,1,4,3,1,6,1,2,1,12,1,3,1,1,5,2,4,6,2019-10-10T16:13:10Z,2019-10-10T16:22:24Z
1013232053,0.792343597624308,1,2,2,1,1,1,1,4,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,4,4,NA,NA,3,51,10,NA,NA,NA,1,1,1,5,5,5,NA,NA,NA,5,5,5,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,1,1,1,1,1,1,NA,NA,NA,1,4,1,2,2,4,1,2,2,2,3,1,2,1,none,107.166,21.259,9.787,28.663,0,0,46.069,0,33.692,34.061,0,34.704,17.399,34.077,0,47.502,8.164,8.963,5.766,3.538,7.255,5.904,7.57,6.441,34.628,24.877,10.034,14.494,14.685,20.185,17.074,26.351,2,4,6,24,3,16,25,18,28,1,8,4,2,1,1,2,3,4,4,4,4,4,4,2,3,1,3,1,2,4,4,4,3,3,3,1,3,2,3,4,4,5,2,1,3,2,1,3,4,4,4,2,3,1,4,2,1,3,70,7,7,5,2,1,1949,1,1,5,1,5,7,1,1,1,13,1,1,1,2,2,2,1,2,2019-10-10T16:03:18Z,2019-10-10T16:22:32Z
1014355947,0.670070325020504,2,2,1,2,2,1,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,2,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,4,NA,NA,67,8,5,5,5,NA,NA,NA,5,5,5,NA,NA,NA,NA,NA,NA,1,1,1,5,5,5,NA,NA,NA,4,2,1,NA,NA,NA,1,1,1,4,4,4,4,3,1,1,2,4,1,3,2,2,3,1,2,1,NA,71.171,11.931,6.876,0,16.34,0,18.943,11.917,0,0,16.275,36.37,0,22.812,55.532,45.52,0,5.252,2.913,7.053,4.49,2.584,4.1,4.602,10.828,9.261,4.681,7.496,4.527,8.866,8.374,1.914,19,2,20,1,22,12,14,5,15,26,8,8,7,6,4,4,4,2,1,3,4,4,4,2,1,3,4,4,4,1,2,3,2,1,1,4,4,4,1,4,4,4,4,4,4,1,3,2,1,3,2,3,1,2,4,2,3,1,37,4,4,5,2,1,1982,1,1,5,1,1,14,3,3,3,48,1,3,1,10,6,2,4,7,2019-10-10T16:08:12Z,2019-10-10T16:23:39Z
1014573989,0.85515740886579,2,2,2,2,5,NA,NA,2,3,NA,NA,NA,NA,2,NA,5,3,5,NA,NA,NA,NA,NA,1,NA,3,NA,NA,NA,NA,2,NA,54,10,4,4,4,NA,NA,NA,4,4,7,NA,NA,NA,7,2,4,NA,NA,NA,4,4,7,NA,NA,NA,NA,NA,NA,5,2,3,1,5,3,1,4,4,3,4,3,1,3,2,1,2,2,2,3,2,2,1,"I think is a wonderful survey, I always take surveys Seriously !! This survey made me think thank you",129.751,19.337,8.31,0,36.909,0,23.7,0,40.447,0,30.293,0,48.297,58.088,73.848,74.569,0,10.213,5.215,7.011,5.883,2.314,6.748,8.593,86.695,9.962,9.754,7.67,12.419,12.032,9.774,103.141,4,5,10,20,22,27,13,1,14,12,5,3,6,2,4,4,4,3,2,1,4,4,4,3,1,2,4,4,4,2,3,1,3,3,3,3,1,2,2,4,2,3,3,1,2,4,4,4,2,3,1,1,3,2,1,4,2,3,59,6,5,3,2,1,1960,1,1,3,3,1,8,2,7,7,49,1,2,2,3,2,2,1,1,2019-10-10T16:06:26Z,2019-10-10T16:23:47Z
1014575369,1.19839428155612,2,2,1,2,2,2,2,3,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,1,NA,NA,NA,3,2,NA,NA,NA,NA,2,NA,45,8,5,5,5,NA,NA,NA,5,5,5,NA,NA,NA,NA,NA,NA,NA,1,1,5,5,4,NA,NA,NA,NA,2,3,5,5,1,2,5,2,NA,NA,NA,5,4,2,2,4,4,1,6,2,4,6,6,2,1,No,80.591,10.074,4.497,0,24.886,0,13.935,21.399,0,0,22.957,67.358,23.487,24.68,0,29.932,0,37.125,4.003,0.889,3.467,2.722,1.526,2.799,4.09,6.146,5.903,3.671,4.334,10.176,0.743,8.245,1,17,27,11,21,12,4,2,3,22,6,3,5,4,4,4,4,1,2,3,4,4,4,3,2,1,4,4,4,2,3,1,1,1,2,4,4,4,2,2,4,1,2,1,3,2,3,1,4,4,4,3,1,2,3,2,4,1,33,3,4,5,2,2,1986,1,2,5,5,4,97,1,2,7,25,3,6,3,1,4,1,2,4,2019-10-10T16:13:51Z,2019-10-10T16:23:58Z
1014573557,0.864703023774686,2,1,1,1,NA,NA,1,NA,NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,47,10,5,5,5,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA,1,2,1,1,1,5,3,4,4,4,4,1,1,3,4,1,3,2,2,3,1,2,1,"The questions were sophisticate. They were written above an 8th grade level. For the general public, I think you want to aim for beneath the 6th grade level. Some questions were difficult for me to wrap my head around. I think it was the way they were written...I'm not sure. Also, I've always been confused about the fillibuster...what it is and why people do it...I know it's to waste time, but why?",78.934,51.688,6.954,0,25.445,22.878,0,19.296,0,36.171,0,0,25.83,95.59,85.845,63.792,0,6.511,3.372,4.434,6.496,3.843,3.338,4.663,26.36,16.215,5.359,12.983,7.11,17.392,8.531,164.359,8,7,20,19,27,18,12,3,9,6,7,5,8,6,4,4,4,3,1,2,3,1,2,4,4,4,3,1,2,4,4,4,1,2,1,4,4,4,3,3,1,1,2,3,1,4,4,4,2,1,3,3,1,2,3,1,4,2,49,5,7,6,2,1,1970,2,1,6,3,4,2,1,1,1,8,1,1,1,12,6,2,4,1,2019-10-10T16:04:10Z,2019-10-10T16:24:02Z
1014227211,1.17582124890292,1,1,2,1,2,NA,1,NA,NA,NA,NA,1,2,3,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,1,1,NA,NA,NA,1,49,9,NA,NA,NA,1,1,1,NA,NA,NA,2,1,1,5,5,5,NA,NA,NA,NA,NA,NA,1,2,1,2,1,2,NA,NA,NA,2,2,2,1,1,3,2,3,1,1,3,3,1,3,2,2,6,2,2,1,NA,86.539,11.501,13.502,23.767,0,27.579,0,0,20.688,17.452,0,28.535,0,36.149,27.16,34.274,0,7.654,3.321,5.065,5.751,3.499,6.385,6.937,12.359,14.892,5.888,6.906,11.212,3.284,9.914,2.561,1,3,9,8,28,15,24,23,10,19,2,7,2,7,1,3,2,4,4,4,1,2,3,4,4,4,1,2,3,4,4,4,3,3,3,2,1,3,3,4,5,2,4,4,4,1,2,3,2,1,3,1,3,2,4,2,3,1,20,2,6,3,2,1,1999,2,1,3,5,8,97,3,4,7,53,1,2,3,10,6,2,4,7,2019-10-10T16:13:45Z,2019-10-10T16:24:30Z
1014458981,0.629625019119999,2,2,1,1,NA,NA,NA,NA,2,NA,3,2,NA,NA,2,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,1,2,5,NA,NA,NA,60,9,5,5,5,NA,NA,NA,5,5,5,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,5,2,3,1,2,2,1,2,2,NA,NA,NA,4,5,1,1,2,4,1,2,2,2,3,1,2,1,NA,81.931,18.466,6.12,0,26.313,0,24.38,18.079,0,30.335,0,49.789,24.305,60.754,0,38.393,0,3.387,2.374,4.969,6.342,2.905,4.171,3.545,10.526,20.661,4.623,2.835,5.229,6.954,7.377,21.541,25,7,8,13,11,12,24,23,18,5,6,7,7,4,4,4,4,3,2,1,4,4,4,3,2,1,3,1,2,4,4,4,1,1,2,4,4,4,3,1,1,1,1,2,3,3,1,2,4,4,4,3,2,1,3,4,2,1,30,3,7,5,1,6,1989,1,3,5,5,8,4,1,2,1,6,1,1,1,10,6,2,4,7,2019-10-10T16:06:46Z,2019-10-10T16:24:30Z
1014574103,0.92660005397254,2,2,2,2,NA,1,NA,2,2,NA,3,NA,NA,NA,2,NA,NA,NA,1,2,NA,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,39,10,5,5,5,NA,NA,NA,5,5,5,NA,NA,NA,5,5,5,NA,NA,NA,5,5,5,NA,NA,NA,2,3,2,NA,NA,NA,1,2,2,3,4,4,4,4,2,1,2,4,1,2,2,2,3,1,2,1,NA,106.904,12.522,10.985,0,39.429,0,22.41,0,18.467,0,26.661,52.711,0,49.193,54.25,51.204,0,8.962,4.551,2.772,11.025,7.575,6.487,7.136,16.989,19.928,5.892,8.256,7.047,9.709,11.279,4.007,2,7,18,20,16,11,15,4,5,26,7,4,5,4,4,4,4,2,3,1,4,4,4,1,2,3,4,4,4,3,1,2,3,3,3,3,1,2,4,4,5,4,4,4,4,3,2,1,1,3,2,1,3,2,4,1,2,3,74,7,7,7,2,1,1945,2,1,6,3,5,4,1,1,1,36,1,2,1,10,6,2,4,7,2019-10-10T16:06:57Z,2019-10-10T16:24:44Z
1014557625,1.05127265846961,1,1,1,2,NA,1,NA,3,NA,NA,NA,NA,1,NA,3,1,1,NA,NA,2,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,2,79,5,NA,NA,NA,4,4,4,NA,NA,NA,4,4,4,NA,NA,NA,4,4,4,2,2,2,NA,NA,NA,2,2,3,2,2,3,2,3,2,2,2,2,NA,NA,NA,NA,4,1,1,5,2,4,4,4,2,1,NA,89.08,13.074,14.417,24.4,0,37.373,0,23.093,0,0,25.628,75.324,25.479,40.382,31.706,0,0,10.919,22.263,5.609,11.029,2.489,4.961,3.541,10.313,14.501,11.887,10.552,11.323,9.105,18.349,1.82,24,28,13,2,16,12,9,4,11,19,2,2,5,5,3,1,2,4,4,4,1,3,2,4,4,4,4,4,4,2,3,1,1,2,1,4,4,4,3,1,5,5,2,3,1,2,1,3,1,2,3,1,2,3,5,5,5,5,50,5,4,2,2,1,1969,2,1,2,6,1,4,2,7,2,27,1,3,3,1,6,1,1,4,2019-10-10T16:11:54Z,2019-10-10T16:24:52Z
1014576459,0.99082514524885,1,1,1,1,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,3,4,3,NA,NA,3,NA,NA,NA,NA,NA,4,3,3,NA,NA,3,90,9,NA,NA,NA,4,2,4,NA,NA,NA,5,5,4,NA,NA,NA,4,5,5,NA,NA,NA,5,5,5,NA,NA,NA,2,1,2,3,2,3,2,3,1,3,3,3,4,3,3,1,4,3,2,4,2,2,4,no,21.942,21.921,25.455,4.611,0,3.135,0,3.857,0,5.256,0,0,4.141,3.073,5.153,5.342,0,3.211,2.899,1.873,3.045,2.99,2.782,2.901,2.662,7.849,2.453,11.125,7.257,3.321,3.453,6.492,14,10,28,25,5,13,24,17,23,12,3,6,1,3,3,2,1,4,4,4,1,3,2,4,4,4,1,2,3,4,4,4,1,2,1,4,4,4,1,5,2,1,3,2,1,4,4,4,2,1,3,2,1,3,4,2,3,1,39,4,4,5,2,4,1980,2,4,5,1,2,8,1,2,1,6,1,2,3,8,2,2,2,4,2019-10-10T16:19:49Z,2019-10-10T16:25:28Z
1014301185,1.14062503721718,1,1,1,1,5,5,NA,5,NA,5,NA,5,NA,5,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,57,8,NA,NA,NA,7,7,7,NA,NA,NA,7,7,7,NA,NA,NA,7,7,7,NA,NA,NA,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,4,4,1,1,2,4,6,3,2,1,No,42.946,9.639,5.143,8.213,0,11.662,0,8.481,0,7.896,0,9.728,8.633,7.882,8.329,0,0,4.756,1.948,1.643,2.237,2.26,3.068,2.797,10.724,9.067,5.554,4.982,9.615,4.414,21.226,9.565,8,10,15,11,19,6,1,4,25,2,2,7,1,5,3,1,2,4,4,4,2,1,3,4,4,4,3,2,1,4,4,4,2,1,1,4,4,4,2,1,5,4,2,1,3,3,1,2,1,2,3,3,1,2,5,5,5,5,33,3,4,4,2,1,1986,2,1,4,1,7,5,1,2,1,27,1,3,4,11,5,2,2,6,2019-10-10T16:19:00Z,2019-10-10T16:25:30Z
1014575181,1.19467605688075,2,2,1,2,NA,NA,4,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,4,4,NA,4,NA,4,4,4,NA,NA,4,NA,4,100,10,5,5,5,NA,NA,NA,5,5,5,NA,NA,NA,NA,NA,NA,1,1,1,NA,5,5,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,2,1,2,1,1,1,1,1,3,1,2,2,4,2,2,2,1,NA,104.445,6.95,3.257,0,13.974,0,13.076,18.201,0,0,14.313,0,22.908,44.601,42.318,37.489,0,13.026,3.349,5.788,7,3.812,4.387,6.48,8.471,10.858,6.237,30.001,12.137,9.263,17.819,5.459,28,21,26,3,16,17,10,22,19,23,7,8,6,6,4,4,4,3,2,1,4,4,4,2,3,1,4,4,4,3,1,2,1,1,2,4,4,4,2,4,5,4,1,3,2,4,4,4,2,1,3,3,2,1,3,4,2,1,31,3,4,3,1,1,1988,1,1,3,1,1,9,1,1,1,36,1,3,1,1,1,1,1,1,2019-10-10T16:12:48Z,2019-10-10T16:25:30Z
